"sj","item","adv_type","adv_t","verb_t","gramm","ROI","label","fp","gp","tt","ri","ro"
"65","3","Non-deic","none","Future","1","1","Durante la conferencia,",429,429,429,0,0
"65","3","Non-deic","none","Future","1","2","por la mañana",378,378,378,0,0
"65","3","Non-deic","none","Future","1","3","los moderadores",449,449,449,0,0
"65","3","Non-deic","none","Future","1","4","centrarán",582,582,582,0,0
"65","3","Non-deic","none","Future","1","5","el debate",234,234,234,0,0
"65","3","Non-deic","none","Future","1","6","en el cambio climático.",974,974,974,0,0
"65","33","Deic","Past","Future","0","1","En el gremio,",495,495,495,0,0
"65","33","Deic","Past","Future","0","2","hace cinco semanas",840,840,840,0,0
"65","33","Deic","Past","Future","0","3","los empresarios",1064,1064,1064,0,0
"65","33","Deic","Past","Future","0","4","pagarán",325,325,325,0,0
"65","33","Deic","Past","Future","0","5","mucha mercancia",1261,1261,1261,0,0
"65","33","Deic","Past","Future","0","6","procedente de Italia.",1229,1229,1229,0,0
"65","53","Deic","Future","Past","0","1","Tras perder una apuesta,",756,756,756,0,0
"65","53","Deic","Future","Past","0","2","dentro de unos meses",637,637,637,0,0
"65","53","Deic","Future","Past","0","3","las amigas",416,416,416,0,0
"65","53","Deic","Future","Past","0","4","esquiaron",273,273,273,0,0
"65","53","Deic","Future","Past","0","5","fuera de pista",698,698,698,0,0
"65","53","Deic","Future","Past","0","6","en los Alpes.",672,672,672,0,0
"65","69","Deic","Future","Future","1","1","En el congreso,",570,570,570,0,0
"65","69","Deic","Future","Future","1","2","el próximo lunes",528,528,528,0,0
"65","69","Deic","Future","Future","1","3","los asistentes",377,377,377,0,0
"65","69","Deic","Future","Future","1","4","hojearán",336,336,336,0,0
"65","69","Deic","Future","Future","1","5","el nuevo libro",354,354,531,1,0
"65","69","Deic","Future","Future","1","6","de filosofía.",182,640,463,0,1
"65","46","Deic","Past","Future","0","1","Con un poquito de blanco,",827,827,827,0,0
"65","46","Deic","Past","Future","0","2","la semana pasada",532,532,532,0,0
"65","46","Deic","Past","Future","0","3","los inquilinos",482,482,482,0,0
"65","46","Deic","Past","Future","0","4","atenuarán",288,288,288,0,0
"65","46","Deic","Past","Future","0","5","el amarillo",435,435,435,0,0
"65","46","Deic","Past","Future","0","6","de la pared.",880,880,880,0,0
"65","35","Deic","Past","Future","0","1","En los informativos,",577,577,577,0,0
"65","35","Deic","Past","Future","0","2","ayer al mediodía",937,937,937,0,0
"65","35","Deic","Past","Future","0","3","las periodistas",373,373,373,0,0
"65","35","Deic","Past","Future","0","4","bromearán",408,408,408,0,0
"65","35","Deic","Past","Future","0","5","sobre el presidente",977,977,977,0,0
"65","35","Deic","Past","Future","0","6","de España.",490,490,490,0,0
"65","60","Deic","Future","Past","0","1","Para la remodelación,",957,957,957,0,0
"65","60","Deic","Future","Past","0","2","mañana al atardecer",887,887,887,0,0
"65","60","Deic","Future","Past","0","3","los voluntarios",434,434,434,0,0
"65","60","Deic","Future","Past","0","4","apuntalaron",353,353,1078,1,0
"65","60","Deic","Future","Past","0","5","la pared",456,456,629,1,0
"65","60","Deic","Future","Past","0","6","de la iglesia.",241,1139,241,0,1
"65","22","Deic","Past","Past","1","1","A pesar de su contenido,",617,617,617,0,0
"65","22","Deic","Past","Past","1","2","hace unas semanas",621,621,621,0,0
"65","22","Deic","Past","Past","1","3","los críticos",370,370,370,0,0
"65","22","Deic","Past","Past","1","4","promocionaron",400,400,400,0,0
"65","22","Deic","Past","Past","1","5","la película",388,388,388,0,0
"65","22","Deic","Past","Past","1","6","de Tarantino.",634,634,634,0,0
"65","70","Deic","Future","Future","1","1","Nuevamente,",277,277,277,0,0
"65","70","Deic","Future","Future","1","2","la próxima primavera",543,543,543,0,0
"65","70","Deic","Future","Future","1","3","las mariposas",343,343,343,0,0
"65","70","Deic","Future","Future","1","4","revolotearán",610,610,610,0,0
"65","70","Deic","Future","Future","1","5","alrededor de las flores",521,521,521,0,0
"65","70","Deic","Future","Future","1","6","del jardín.",391,391,391,0,0
"65","44","Deic","Past","Future","0","1","Como siempre,",208,208,208,0,0
"65","44","Deic","Past","Future","0","2","el invierno pasado",611,611,611,0,0
"65","44","Deic","Past","Future","0","3","los mexicanos",386,386,386,0,0
"65","44","Deic","Past","Future","0","4","anhelarán",380,380,380,0,0
"65","44","Deic","Past","Future","0","5","el calor",166,166,166,0,0
"65","44","Deic","Past","Future","0","6","de su país.",424,424,424,0,0
"65","95","Non-deic","none","Past","1","1","Durante el festival,",480,480,480,0,0
"65","95","Non-deic","none","Past","1","2","durante la semana",589,589,589,0,0
"65","95","Non-deic","none","Past","1","3","los voluntarios",406,406,406,0,0
"65","95","Non-deic","none","Past","1","4","cooperaron",283,283,283,0,0
"65","95","Non-deic","none","Past","1","5","para limpiar",583,583,583,0,0
"65","95","Non-deic","none","Past","1","6","la plaza.",NA,NA,NA,NA,NA
"65","96","Non-deic","none","Past","1","1","Cuidadosamente,",368,368,368,0,0
"65","96","Non-deic","none","Past","1","2","después de la feria",763,763,763,0,0
"65","96","Non-deic","none","Past","1","3","los vendedores",402,402,402,0,0
"65","96","Non-deic","none","Past","1","4","conservaron",439,439,439,0,0
"65","96","Non-deic","none","Past","1","5","los pasteles",409,409,409,0,0
"65","96","Non-deic","none","Past","1","6","en un envase.",451,451,451,0,0
"65","87","Non-deic","none","Past","1","1","Gracias a la beca,",528,528,528,0,0
"65","87","Non-deic","none","Past","1","2","a lo largo del año",407,407,407,0,0
"65","87","Non-deic","none","Past","1","3","los investigadores",497,497,497,0,0
"65","87","Non-deic","none","Past","1","4","progresaron",474,474,474,0,0
"65","87","Non-deic","none","Past","1","5","en sus estudios",449,449,449,0,0
"65","87","Non-deic","none","Past","1","6","sobre la polución.",1290,1290,1290,0,0
"65","54","Deic","Future","Past","0","1","En la carnicería,",736,736,736,0,0
"65","54","Deic","Future","Past","0","2","mañana pronto",1108,1108,1108,0,0
"65","54","Deic","Future","Past","0","3","los carniceros",224,224,224,0,0
"65","54","Deic","Future","Past","0","4","encargaron",291,291,291,0,0
"65","54","Deic","Future","Past","0","5","muchas piezas",516,516,516,0,0
"65","54","Deic","Future","Past","0","6","al proveedor.",769,769,769,0,0
"65","56","Deic","Future","Past","0","1","Siguiendo su estrategia,",811,811,811,0,0
"65","56","Deic","Future","Past","0","2","el mes que viene",624,624,624,0,0
"65","56","Deic","Future","Past","0","3","los abogados",391,391,391,0,0
"65","56","Deic","Future","Past","0","4","equipararon",329,329,329,0,0
"65","56","Deic","Future","Past","0","5","a la víctima",425,425,425,0,0
"65","56","Deic","Future","Past","0","6","con un terrorista.",787,787,787,0,0
"66","44","Deic","Past","Past","1","1","Como siempre,",459,459,459,0,0
"66","44","Deic","Past","Past","1","2","el invierno pasado",597,597,597,0,0
"66","44","Deic","Past","Past","1","3","los mexicanos",499,499,499,0,0
"66","44","Deic","Past","Past","1","4","anhelaron",492,492,492,0,0
"66","44","Deic","Past","Past","1","5","el calor",251,251,251,0,0
"66","44","Deic","Past","Past","1","6","de su país.",589,589,589,0,0
"66","23","Non-deic","none","Future","1","1","Por petición del jefe,",804,804,804,0,0
"66","23","Non-deic","none","Future","1","2","en el mes de mayo",732,732,732,0,0
"66","23","Non-deic","none","Future","1","3","los responsables",458,458,458,0,0
"66","23","Non-deic","none","Future","1","4","prorrogarán",460,460,460,0,0
"66","23","Non-deic","none","Future","1","5","el plazo",434,434,626,1,0
"66","23","Non-deic","none","Future","1","6","de la matrícula.",674,866,674,0,1
"66","70","Deic","Future","Past","0","1","Nuevamente,",370,370,370,0,0
"66","70","Deic","Future","Past","0","2","la próxima primavera",568,568,1687,1,0
"66","70","Deic","Future","Past","0","3","las mariposas",417,417,902,0,0
"66","70","Deic","Future","Past","0","4","revolotearon",584,584,1182,0,0
"66","70","Deic","Future","Past","0","5","alrededor de las flores",370,3382,1180,0,1
"66","70","Deic","Future","Past","0","6","del jardín.",243,243,243,0,0
"66","63","Deic","Past","Future","0","1","Por su buen comportamiento,",739,739,739,0,0
"66","63","Deic","Past","Future","0","2","la navidad pasada",580,580,580,0,0
"66","63","Deic","Past","Future","0","3","los padres",361,361,361,0,0
"66","63","Deic","Past","Future","0","4","regalarán",315,315,315,0,0
"66","63","Deic","Past","Future","0","5","juguetes",536,536,536,0,0
"66","63","Deic","Past","Future","0","6","a sus hijos.",477,477,477,0,0
"66","97","Deic","Future","Future","1","1","Por necesidad,",515,515,515,0,0
"66","97","Deic","Future","Future","1","2","en las próximas horas",708,708,708,0,0
"66","97","Deic","Future","Future","1","3","los jóvenes",283,283,283,0,0
"66","97","Deic","Future","Future","1","4","ocuparán",492,492,492,0,0
"66","97","Deic","Future","Future","1","5","la casa abandonada",833,833,1221,1,0
"66","97","Deic","Future","Future","1","6","en Egia.",514,902,514,0,1
"66","28","Non-deic","none","Future","1","1","Con mucha paciencia,",637,637,1208,1,0
"66","28","Non-deic","none","Future","1","2","después de clase",614,614,614,0,0
"66","28","Non-deic","none","Future","1","3","los profesores",560,560,665,1,0
"66","28","Non-deic","none","Future","1","4","aclararán",557,557,557,0,0
"66","28","Non-deic","none","Future","1","5","las dudas",271,271,271,0,0
"66","28","Non-deic","none","Future","1","6","de los estudiantes.",414,1208,532,0,1
"66","86","Deic","Future","Future","1","1","En Bilbao,",391,391,391,0,0
"66","86","Deic","Future","Future","1","2","mañana al mediodía",467,467,467,0,0
"66","86","Deic","Future","Future","1","3","las amigas",367,367,367,0,0
"66","86","Deic","Future","Future","1","4","buscarán",318,318,318,0,0
"66","86","Deic","Future","Future","1","5","un restaurante",333,333,615,1,0
"66","86","Deic","Future","Future","1","6","para comer.",187,967,685,0,1
"66","90","Deic","Future","Future","1","1","Según los críticos,",941,941,941,0,0
"66","90","Deic","Future","Future","1","2","mañana",235,235,235,0,0
"66","90","Deic","Future","Future","1","3","los músicos",313,313,313,0,0
"66","90","Deic","Future","Future","1","4","decepcionarán",717,717,717,0,0
"66","90","Deic","Future","Future","1","5","al público",298,298,585,1,0
"66","90","Deic","Future","Future","1","6","mas fanático.",372,659,372,0,1
"66","9","Non-deic","none","Past","1","1","Según los rumores,",886,886,1667,1,0
"66","9","Non-deic","none","Past","1","2","el lunes",600,600,863,0,0
"66","9","Non-deic","none","Past","1","3","los evaluadores",293,2159,1115,0,1
"66","9","Non-deic","none","Past","1","4","excusaron",422,422,422,0,0
"66","9","Non-deic","none","Past","1","5","al candidato favorito",808,808,808,0,0
"66","9","Non-deic","none","Past","1","6","por su ausencia.",709,709,709,0,0
"66","57","Deic","Past","Future","0","1","Al publicar el escándalo,",1215,1215,1215,0,0
"66","57","Deic","Past","Future","0","2","la semana pasada",601,601,601,0,0
"66","57","Deic","Past","Future","0","3","los periodistas",317,317,317,0,0
"66","57","Deic","Past","Future","0","4","estigmatizarán",888,888,996,1,0
"66","57","Deic","Past","Future","0","5","la fama",219,219,347,0,0
"66","57","Deic","Past","Future","0","6","del cantante.",378,614,378,0,1
"66","27","Non-deic","none","Future","1","1","Debido a su enfermedad,",896,896,896,0,0
"66","27","Non-deic","none","Future","1","2","hacia la medianoche",598,598,598,0,0
"66","27","Non-deic","none","Future","1","3","los padres",350,350,350,0,0
"66","27","Non-deic","none","Future","1","4","reingresarán",428,428,1096,1,0
"66","27","Non-deic","none","Future","1","5","a su hijo",112,1155,487,0,1
"66","27","Non-deic","none","Future","1","6","en el hospital.",354,354,354,0,0
"66","1","Non-deic","none","Past","1","1","Durante el festival,",680,680,680,0,0
"66","1","Non-deic","none","Past","1","2","el lunes",NA,NA,NA,NA,NA
"66","1","Non-deic","none","Past","1","3","los actores",245,245,245,1,0
"66","1","Non-deic","none","Past","1","4","representaron",165,410,165,0,1
"66","1","Non-deic","none","Past","1","5","una obra",NA,NA,NA,NA,NA
"66","1","Non-deic","none","Past","1","6","de Moliere.",NA,NA,NA,NA,NA
"66","61","Deic","Past","Future","0","1","Con el cambio de la ley,",1222,1222,1222,0,0
"66","61","Deic","Past","Future","0","2","hace cuatro años",229,229,229,0,0
"66","61","Deic","Past","Future","0","3","los mandatarios",722,722,903,1,0
"66","61","Deic","Past","Future","0","4","conmutarán",310,310,814,1,0
"66","61","Deic","Past","Future","0","5","las sentencias",221,1512,827,0,1
"66","61","Deic","Past","Future","0","6","de muerte.",491,491,491,0,0
"66","17","Non-deic","none","Future","1","1","En el mercadillo,",707,707,906,1,0
"66","17","Non-deic","none","Future","1","2","el fin de semana",641,641,641,0,0
"66","17","Non-deic","none","Future","1","3","las clientas",173,173,370,1,0
"66","17","Non-deic","none","Future","1","4","regatearán",114,708,511,0,1
"66","17","Non-deic","none","Future","1","5","para conseguir",419,419,419,0,0
"66","17","Non-deic","none","Future","1","6","un precio mejor.",380,579,380,0,1
"66","83","Deic","Future","Past","0","1","Utilizando un pluviómetro,",2077,2077,2077,0,0
"66","83","Deic","Future","Past","0","2","mañana por la tarde",641,641,641,0,0
"66","83","Deic","Future","Past","0","3","los estudiantes",505,505,505,0,0
"66","83","Deic","Future","Past","0","4","midieron",294,294,706,1,0
"66","83","Deic","Future","Past","0","5","la cantidad",292,974,562,0,1
"66","83","Deic","Future","Past","0","6","de lluvia.",246,246,246,0,0
"66","51","Deic","Past","Past","1","1","Sorprendentemente,",393,393,393,0,0
"66","51","Deic","Past","Past","1","2","hace una semana",613,613,613,0,0
"66","51","Deic","Past","Past","1","3","los consejeros",1132,1132,1132,0,0
"66","51","Deic","Past","Past","1","4","relevaron",364,364,696,1,0
"66","51","Deic","Past","Past","1","5","al director",126,557,387,0,1
"66","51","Deic","Past","Past","1","6","de su cargo.",611,773,611,0,1
"66","15","Non-deic","none","Past","1","1","Según la prensa,",676,676,676,0,0
"66","15","Non-deic","none","Past","1","2","tras las elecciones",884,884,1365,1,0
"66","15","Non-deic","none","Past","1","3","los socialistas",133,993,512,0,1
"66","15","Non-deic","none","Past","1","4","perpetuaron",249,249,436,1,0
"66","15","Non-deic","none","Past","1","5","los errores",286,286,286,0,0
"66","15","Non-deic","none","Past","1","6","de los nacionalistas.",610,797,610,0,1
"66","69","Deic","Future","Past","0","1","En el congreso,",643,643,643,0,0
"66","69","Deic","Future","Past","0","2","el próximo lunes",899,899,899,0,0
"66","69","Deic","Future","Past","0","3","los asistentes",398,398,398,0,0
"66","69","Deic","Future","Past","0","4","hojearon",296,296,296,0,0
"66","69","Deic","Future","Past","0","5","el nuevo libro",520,520,520,0,0
"66","69","Deic","Future","Past","0","6","de filosofía.",286,286,286,0,0
"66","41","Deic","Past","Past","1","1","Como de costumbre,",873,873,873,0,0
"66","41","Deic","Past","Past","1","2","anoche",292,292,292,0,0
"66","41","Deic","Past","Past","1","3","los padres",271,271,271,0,0
"66","41","Deic","Past","Past","1","4","acolcharon",738,738,738,0,0
"66","41","Deic","Past","Past","1","5","las almohadas",569,569,569,0,0
"66","41","Deic","Past","Past","1","6","de la habitación",571,571,571,0,0
"66","41","Deic","Past","Past","1","7","de sus hijas.",384,384,384,0,0
"66","42","Deic","Past","Past","1","1","Con motivo del desfile,",1011,1011,1011,0,0
"66","42","Deic","Past","Past","1","2","hace dos semanas",515,515,515,0,0
