"sj","item","adv_type","adv_t","verb_t","gramm","ROI","label","fp","gp","tt","ri","ro"
"37","36","Non-deic","none","Future","1","2","el sábado a la una",2321,2321,2321,0,0
"37","36","Non-deic","none","Future","1","3","los abuelos",397,397,397,0,0
"37","36","Non-deic","none","Future","1","4","disfrutarán",253,253,253,0,0
"37","36","Non-deic","none","Future","1","5","al ver",108,108,108,1,0
"37","36","Non-deic","none","Future","1","6","al nieto.",196,930,822,0,1
"37","31","Non-deic","none","Past","1","1","Gracias a su obra,",595,595,1057,1,0
"37","31","Non-deic","none","Past","1","2","en época de crisis",618,618,618,0,0
"37","31","Non-deic","none","Past","1","3","los escritores",199,199,199,0,0
"37","31","Non-deic","none","Past","1","4","exaltaron",398,398,398,0,0
"37","31","Non-deic","none","Past","1","5","la grandeza",242,242,521,1,0
"37","31","Non-deic","none","Past","1","6","de País Vasco.",182,1156,415,0,1
"37","25","Non-deic","none","Past","1","1","Nuevamente,",307,307,307,0,0
"37","25","Non-deic","none","Past","1","2","a finales de año",333,333,479,1,0
"37","25","Non-deic","none","Past","1","3","los jefes",200,200,520,0,0
"37","25","Non-deic","none","Past","1","4","reajustaron",162,1089,623,0,1
"37","25","Non-deic","none","Past","1","5","los puestos de trabajo",600,600,600,0,0
"37","25","Non-deic","none","Past","1","6","de la compañía.",786,786,786,0,0
"37","8","Deic","Future","Future","1","1","Durante la clase,",478,478,478,0,0
"37","8","Deic","Future","Future","1","2","mañana",374,374,374,0,0
"37","8","Deic","Future","Future","1","3","los profesores",335,335,335,0,0
"37","8","Deic","Future","Future","1","4","evidenciarán",256,256,256,0,0
"37","8","Deic","Future","Future","1","5","los problemas",95,95,447,1,0
"37","8","Deic","Future","Future","1","6","de comunicación.",564,916,564,0,1
"37","4","Deic","Future","Future","1","1","Debido a su ocupación,",722,722,722,0,0
"37","4","Deic","Future","Future","1","2","el próximo año",224,224,224,0,0
"37","4","Deic","Future","Future","1","3","los anticuarios",858,858,858,0,0
"37","4","Deic","Future","Future","1","4","coleccionarán",1036,1036,1036,0,0
"37","4","Deic","Future","Future","1","5","estatuas griegas",509,509,758,1,0
"37","4","Deic","Future","Future","1","6","muy antiguas.",596,1309,1060,0,1
"37","49","Non-deic","none","Future","1","1","Para su diversión,",695,695,695,0,0
"37","49","Non-deic","none","Future","1","2","al atardecer",511,511,511,0,0
"37","49","Non-deic","none","Future","1","3","los niños",314,314,483,1,0
"37","49","Non-deic","none","Future","1","4","ducharán",482,951,782,0,1
"37","49","Non-deic","none","Future","1","5","al perro",267,267,267,1,0
"37","49","Non-deic","none","Future","1","6","del vecino.",236,982,715,0,1
"37","22","Non-deic","none","Past","1","1","A pesar de su contenido,",714,714,714,0,0
"37","22","Non-deic","none","Past","1","2","durante el festival",697,697,697,0,0
"37","22","Non-deic","none","Past","1","3","los críticos",184,184,184,0,0
"37","22","Non-deic","none","Past","1","4","promocionaron",304,304,524,1,0
"37","22","Non-deic","none","Past","1","5","la película",524,955,735,0,1
"37","22","Non-deic","none","Past","1","6","de Tarantino.",738,738,738,0,0
"37","10","Deic","Future","Future","1","1","Para agilizar el papeleo,",759,759,759,0,0
"37","10","Deic","Future","Future","1","2","la próxima semana",491,491,491,0,0
"37","10","Deic","Future","Future","1","3","los secretarios",346,346,346,0,0
"37","10","Deic","Future","Future","1","4","gestionarán",384,384,384,0,0
"37","10","Deic","Future","Future","1","5","los pagos",730,730,730,0,0
"37","10","Deic","Future","Future","1","6","electrónicamente.",469,469,469,0,0
"37","61","Deic","Past","Past","1","1","Con el cambio de la ley,",746,746,746,0,0
"37","61","Deic","Past","Past","1","2","hace cuatro años",437,437,437,0,0
"37","61","Deic","Past","Past","1","3","los mandatarios",986,986,986,0,0
"37","61","Deic","Past","Past","1","4","conmutaron",355,355,626,1,0
"37","61","Deic","Past","Past","1","5","las sentencias",452,1184,913,0,1
"37","61","Deic","Past","Past","1","6","de muerte.",311,311,311,0,0
"37","20","Non-deic","none","Past","1","1","En Santiago de Compostela,",600,600,745,1,0
"37","20","Non-deic","none","Past","1","2","durante el invierno",473,473,699,1,0
"37","20","Non-deic","none","Past","1","3","los frailes",285,285,285,0,0
"37","20","Non-deic","none","Past","1","4","hospedaron",452,452,452,0,0
"37","20","Non-deic","none","Past","1","5","a los peregrinos",547,547,547,0,0
"37","20","Non-deic","none","Past","1","6","del Camino.",339,978,607,0,1
"37","91","Deic","Future","Past","0","1","Como de costumbre,",419,419,840,1,0
"37","91","Deic","Future","Past","0","2","dentro de poco",263,263,384,0,0
"37","91","Deic","Future","Past","0","3","los mineros",387,387,601,1,0
"37","91","Deic","Future","Past","0","4","colgaron",257,730,516,0,1
"37","91","Deic","Future","Past","0","5","sus cascos",391,391,391,0,0
"37","91","Deic","Future","Past","0","6","al llegar a la base.",795,1337,795,0,1
"37","81","Deic","Past","Future","0","1","Por las obras de mi habitación,",719,719,719,0,0
"37","81","Deic","Past","Future","0","2","ayer por la tarde",508,508,508,0,0
"37","81","Deic","Past","Future","0","3","mis padres",195,195,195,0,0
"37","81","Deic","Past","Future","0","4","desplazarán",271,271,271,0,0
"37","81","Deic","Past","Future","0","5","los muebles",388,388,388,0,0
"37","81","Deic","Past","Future","0","6","al garaje.",318,318,318,0,0
"37","86","Deic","Future","Past","0","1","En Bilbao,",354,354,354,0,0
"37","86","Deic","Future","Past","0","2","mañana al mediodía",647,647,647,0,0
"37","86","Deic","Future","Past","0","3","las amigas",280,280,465,1,0
"37","86","Deic","Future","Past","0","4","buscaron",296,296,522,1,0
"37","86","Deic","Future","Past","0","5","un restaurante",287,668,442,0,1
"37","86","Deic","Future","Past","0","6","para comer.",348,533,348,0,1
"37","73","Deic","Past","Future","0","1","Según la prensa,",369,369,602,1,0
"37","73","Deic","Past","Future","0","2","la semana pasada",317,550,508,1,1
"37","73","Deic","Past","Future","0","3","los magistrados",337,1031,840,0,1
"37","73","Deic","Past","Future","0","4","expoliarán",407,407,847,1,0
"37","73","Deic","Past","Future","0","5","los bienes",176,1075,635,0,1
"37","73","Deic","Past","Future","0","6","del evasor.",382,382,382,0,0
"37","47","Non-deic","none","Future","1","1","Según la prensa,",451,451,451,0,0
"37","47","Non-deic","none","Future","1","2","a mediados de mes",398,398,398,0,0
"37","47","Non-deic","none","Future","1","3","los participantes",420,420,667,1,0
"37","47","Non-deic","none","Future","1","4","boxearán",259,506,259,0,1
"37","47","Non-deic","none","Future","1","5","en el cuadrilátero",446,446,909,1,0
"37","47","Non-deic","none","Future","1","6","de Madrid.",191,938,475,0,1
"37","18","Non-deic","none","Past","1","1","Con ocasión de la fiesta,",626,626,626,0,0
"37","18","Non-deic","none","Past","1","2","el fin de semana",670,670,670,0,0
"37","18","Non-deic","none","Past","1","3","las madres",619,619,619,0,0
"37","18","Non-deic","none","Past","1","4","frieron",250,250,728,1,0
"37","18","Non-deic","none","Past","1","5","muchos buñuelos",239,1181,703,0,1
"37","18","Non-deic","none","Past","1","6","para los niños.",302,302,302,0,0
"37","1","Deic","Future","Future","1","1","Durante el festival,",318,318,318,0,0
"37","1","Deic","Future","Future","1","2","mañana",139,139,139,0,0
"37","1","Deic","Future","Future","1","3","los actores",263,263,263,0,0
"37","1","Deic","Future","Future","1","4","representarán",237,237,237,0,0
"37","1","Deic","Future","Future","1","5","una obra",234,234,413,1,0
"37","1","Deic","Future","Future","1","6","de Moliere.",177,821,642,0,1
"37","76","Deic","Past","Future","0","1","En el congreso,",1239,1239,1239,0,0
"37","76","Deic","Past","Future","0","2","anteayer a las doce",342,342,832,1,0
"37","76","Deic","Past","Future","0","3","los opositores",551,551,1324,0,0
"37","76","Deic","Past","Future","0","4","pactarán",712,712,956,0,0
"37","76","Deic","Past","Future","0","5","la reforma",317,317,317,0,0
"37","76","Deic","Past","Future","0","6","de las pensiones.",524,2031,524,0,1
"37","32","Non-deic","none","Past","1","1","De acuerdo con el convenio,",632,632,632,0,0
"37","32","Non-deic","none","Past","1","2","en navidades",326,326,326,0,0
"37","32","Non-deic","none","Past","1","3","las enfermeras",294,294,294,0,0
"37","32","Non-deic","none","Past","1","4","rotaron",NA,NA,NA,NA,NA
"37","32","Non-deic","none","Past","1","5","su turno",739,739,739,0,0
"37","32","Non-deic","none","Past","1","6","de guardia nocturna.",732,732,732,0,0
"37","46","Non-deic","none","Future","1","1","Con un poquito de blanco,",339,339,1007,1,0
"37","46","Non-deic","none","Future","1","2","el fin de semana",476,1126,1391,0,1
"37","46","Non-deic","none","Future","1","3","los inquilinos",221,221,1003,1,0
"37","46","Non-deic","none","Future","1","4","atenuarán",86,721,868,0,1
"37","46","Non-deic","none","Future","1","5","el amarillo",572,572,734,0,0
"37","46","Non-deic","none","Future","1","6","de la pared.",351,2531,507,0,1
"37","30","Non-deic","none","Past","1","1","En la bodega,",566,566,566,0,0
"37","30","Non-deic","none","Past","1","2","antes de la cata",941,941,941,0,0
"37","30","Non-deic","none","Past","1","3","los sumilleres",798,798,798,0,0
"37","30","Non-deic","none","Past","1","4","decantaron",384,384,384,0,0
"37","30","Non-deic","none","Past","1","5","el vino",124,124,124,0,0
"37","30","Non-deic","none","Past","1","6","más viejo.",619,619,619,0,0
"37","42","Non-deic","none","Future","1","1","Con motivo del desfile,",497,497,497,0,0
"37","42","Non-deic","none","Future","1","2","el dos de octubre",1009,1009,1009,0,0
"37","42","Non-deic","none","Future","1","3","los peluqueros",365,365,365,0,0
"37","42","Non-deic","none","Future","1","4","alisarán",308,308,308,0,0
"37","42","Non-deic","none","Future","1","5","el pelo",90,90,90,1,0
"37","42","Non-deic","none","Future","1","6","a las modelos.",475,565,475,0,1
"37","55","Deic","Past","Past","1","1","Durante la ceremonia,",580,580,842,1,0
"37","55","Deic","Past","Past","1","2","ayer por la tarde",381,381,381,0,0
"37","55","Deic","Past","Past","1","3","las chicas",299,299,299,0,0
"37","55","Deic","Past","Past","1","4","cantaron",259,259,479,1,0
"37","55","Deic","Past","Past","1","5","delante",223,592,372,0,1
"37","55","Deic","Past","Past","1","6","de toda la clase.",408,670,408,0,1
"37","23","Non-deic","none","Past","1","1","Por petición del jefe,",759,759,759,0,0
"37","23","Non-deic","none","Past","1","2","en el mes de mayo",1169,1169,1169,0,0
"37","23","Non-deic","none","Past","1","3","los responsables",262,262,262,0,0
"37","23","Non-deic","none","Past","1","4","prorrogaron",315,315,315,0,0
"37","23","Non-deic","none","Past","1","5","el plazo",274,274,274,0,0
"37","23","Non-deic","none","Past","1","6","de la matrícula.",NA,NA,NA,NA,NA
"37","75","Deic","Past","Future","0","1","Por el bien de todos,",471,471,743,1,0
"37","75","Deic","Past","Future","0","2","hace unos meses",483,483,483,0,0
"37","75","Deic","Past","Future","0","3","los diputados",319,319,319,0,0
"37","75","Deic","Past","Future","0","4","reglarán",274,274,274,0,0
"37","75","Deic","Past","Future","0","5","los horarios",489,489,489,0,0
"37","75","Deic","Past","Future","0","6","de los comercios.",413,685,413,0,1
"37","17","Non-deic","none","Past","1","1","En el mercadillo,",520,520,520,0,0
"37","17","Non-deic","none","Past","1","2","el fin de semana",456,456,456,0,0
"37","17","Non-deic","none","Past","1","3","las clientas",304,304,304,0,0
"37","17","Non-deic","none","Past","1","4","regatearon",408,408,408,0,0
"37","17","Non-deic","none","Past","1","5","para conseguir",194,194,194,0,0
"37","17","Non-deic","none","Past","1","6","un precio mejor.",164,164,164,0,0
"37","90","Deic","Future","Past","0","1","Según los críticos,",434,434,434,0,0
"37","90","Deic","Future","Past","0","2","mañana",185,185,395,1,0
"37","90","Deic","Future","Past","0","3","los músicos",234,234,489,1,0
"37","90","Deic","Future","Past","0","4","decepcionaron",373,1041,786,0,1
"37","90","Deic","Future","Past","0","5","al público",227,227,227,0,0
"37","90","Deic","Future","Past","0","6","mas fanático.",408,618,408,0,1
"37","57","Deic","Past","Past","1","1","Al publicar el escándalo,",977,977,977,0,0
"37","57","Deic","Past","Past","1","2","la semana pasada",786,786,786,0,0
"37","57","Deic","Past","Past","1","3","los periodistas",276,276,276,0,0
"37","57","Deic","Past","Past","1","4","estigmatizaron",411,411,411,0,0
"37","57","Deic","Past","Past","1","5","la fama",131,131,367,1,0
"37","57","Deic","Past","Past","1","6","del cantante.",137,762,526,0,1
"37","53","Deic","Past","Past","1","1","Tras perder una apuesta,",946,946,946,0,0
"37","53","Deic","Past","Past","1","2","hace cuatro semanas",544,544,888,1,0
"37","53","Deic","Past","Past","1","3","las amigas",544,544,544,0,0
"37","53","Deic","Past","Past","1","4","esquiaron",287,287,668,1,0
"37","53","Deic","Past","Past","1","5","fuera de pista",206,1143,1021,1,1
"37","53","Deic","Past","Past","1","6","en los Alpes.",465,1735,845,0,1
"37","33","Non-deic","none","Future","1","1","En el gremio,",518,518,518,0,0
"37","33","Non-deic","none","Future","1","2","a mediados de año",477,477,477,0,0
"37","33","Non-deic","none","Future","1","3","los empresarios",582,582,582,0,0
"37","33","Non-deic","none","Future","1","4","pagarán",290,290,290,0,0
"37","33","Non-deic","none","Future","1","5","mucha mercancia",550,550,550,0,0
"37","33","Non-deic","none","Future","1","6","procedente de Italia.",941,941,941,0,0
"37","82","Deic","Past","Future","0","1","Gracias al flotador,",510,510,510,0,0
"37","82","Deic","Past","Future","0","2","ayer por la mañana",624,624,624,0,0
"37","82","Deic","Past","Future","0","3","los aprendices",479,479,479,0,0
"37","82","Deic","Past","Future","0","4","flotarán",240,240,240,0,0
"37","82","Deic","Past","Future","0","5","sin miedo",110,110,110,0,0
"37","82","Deic","Past","Future","0","6","hasta el borde",265,265,265,0,0
"37","82","Deic","Past","Future","0","7","de la piscina.",710,710,710,0,0
"37","96","Deic","Future","Past","0","1","Cuidadosamente,",221,221,426,1,0
"37","96","Deic","Future","Past","0","2","mañana por la tarde",362,362,362,0,0
"37","96","Deic","Future","Past","0","3","los vendedores",181,181,181,0,0
"37","96","Deic","Future","Past","0","4","conservaron",311,311,311,0,0
"37","96","Deic","Future","Past","0","5","los pasteles",293,293,293,0,0
"37","96","Deic","Future","Past","0","6","en un envase.",711,916,711,0,1
"37","69","Deic","Past","Future","0","1","En el congreso,",365,365,365,0,0
"37","69","Deic","Past","Future","0","2","el lunes pasado",350,350,350,0,0
"37","69","Deic","Past","Future","0","3","los asistentes",512,512,512,0,0
"37","69","Deic","Past","Future","0","4","hojearán",490,490,490,0,0
"37","69","Deic","Past","Future","0","5","el nuevo libro",540,540,540,0,0
"37","69","Deic","Past","Future","0","6","de filosofía.",353,353,353,0,0
"37","97","Deic","Future","Past","0","1","Por necesidad,",413,413,413,0,0
"37","97","Deic","Future","Past","0","2","en las próximas horas",324,324,324,0,0
"37","97","Deic","Future","Past","0","3","los jóvenes",278,278,278,0,0
"37","97","Deic","Future","Past","0","4","ocuparon",531,531,531,0,0
"37","97","Deic","Future","Past","0","5","la casa abandonada",601,601,601,0,0
"37","97","Deic","Future","Past","0","6","en Egia.",1118,1118,1118,0,0
"37","14","Deic","Future","Future","1","1","En Bulgaria,",318,318,731,1,0
"37","14","Deic","Future","Future","1","2","dentro de unos días",391,391,499,0,0
"37","14","Deic","Future","Future","1","3","los políticos",831,831,831,0,0
"37","14","Deic","Future","Future","1","4","nacionalizarán",325,325,325,0,0
"37","14","Deic","Future","Future","1","5","las empresas",322,843,322,0,1
"37","14","Deic","Future","Future","1","6","de luz.",NA,NA,NA,NA,NA
"37","3","Deic","Future","Future","1","1","Durante la conferencia,",326,326,326,0,0
"37","3","Deic","Future","Future","1","2","el mes que viene",614,614,614,0,0
"37","3","Deic","Future","Future","1","3","los moderadores",286,286,702,1,0
"37","3","Deic","Future","Future","1","4","centrarán",217,952,702,1,1
"37","3","Deic","Future","Future","1","5","el debate",113,113,340,1,0
"37","3","Deic","Future","Future","1","6","en el cambio climático.",763,1156,763,0,1
"37","54","Deic","Past","Past","1","1","En la carnicería,",760,760,760,0,0
"37","54","Deic","Past","Past","1","2","ayer temprano",361,361,732,1,0
"37","54","Deic","Past","Past","1","3","los carniceros",308,928,557,0,1
"37","54","Deic","Past","Past","1","4","encargaron",260,260,260,0,0
"37","54","Deic","Past","Past","1","5","muchas piezas",471,471,471,0,0
"37","54","Deic","Past","Past","1","6","al proveedor.",179,179,179,0,0
"37","92","Deic","Future","Past","0","1","Antes de irse,",409,409,409,0,0
"37","92","Deic","Future","Past","0","2","el próximo domingo",420,420,420,0,0
"37","92","Deic","Future","Past","0","3","los sacerdotes",233,233,655,1,0
"37","92","Deic","Future","Past","0","4","congregaron",188,850,428,0,1
"37","92","Deic","Future","Past","0","5","a los fieles",174,174,174,0,0
"37","92","Deic","Future","Past","0","6","delante de la iglesia.",614,614,614,0,0
"37","95","Deic","Future","Past","0","1","Durante el festival,",402,402,402,0,0
"37","95","Deic","Future","Past","0","2","dentro de un mes",535,535,535,0,0
"37","95","Deic","Future","Past","0","3","los voluntarios",592,592,592,0,0
"37","95","Deic","Future","Past","0","4","cooperaron",269,269,269,0,0
"37","95","Deic","Future","Past","0","5","para limpiar",461,461,461,0,0
"37","95","Deic","Future","Past","0","6","la plaza.",285,285,285,0,0
"37","70","Deic","Past","Future","0","1","Nuevamente,",365,365,365,0,0
"37","70","Deic","Past","Future","0","2","la primavera pasada",388,388,856,1,0
"37","70","Deic","Past","Future","0","3","las mariposas",129,778,310,0,1
"37","70","Deic","Past","Future","0","4","revolotearán",168,168,361,1,0
"37","70","Deic","Past","Future","0","5","alrededor de las flores",325,1012,819,0,1
"37","70","Deic","Past","Future","0","6","del jardín.",211,211,211,0,0
"37","66","Deic","Past","Past","1","1","Durante la competición,",412,412,412,0,0
"37","66","Deic","Past","Past","1","2","ayer por la tarde",563,563,563,0,0
"37","66","Deic","Past","Past","1","3","los caballos",247,247,247,0,0
"37","66","Deic","Past","Past","1","4","trotaron",343,343,343,0,0
"37","66","Deic","Past","Past","1","5","en el recinto",434,434,434,0,0
"37","66","Deic","Past","Past","1","6","con sus jinetes.",818,818,818,0,0
"37","88","Deic","Future","Past","0","1","Para saludar al público,",598,598,598,0,0
"37","88","Deic","Future","Past","0","2","el próximo domingo",643,643,823,1,0
"37","88","Deic","Future","Past","0","3","los deportistas",375,375,375,0,0
"37","88","Deic","Future","Past","0","4","batearon",240,240,622,1,0
"37","88","Deic","Future","Past","0","5","pelotas",148,751,369,0,1
"37","88","Deic","Future","Past","0","6","hacia las gradas.",691,871,691,0,1
"37","87","Deic","Future","Past","0","1","Gracias a la beca,",771,771,771,0,0
"37","87","Deic","Future","Past","0","2","el próximo año",831,831,831,0,0
"37","87","Deic","Future","Past","0","3","los investigadores",441,441,441,0,0
"37","87","Deic","Future","Past","0","4","progresaron",301,301,510,1,0
"37","87","Deic","Future","Past","0","5","en sus estudios",226,769,560,0,1
"37","87","Deic","Future","Past","0","6","sobre la polución.",987,987,987,0,0
"37","63","Deic","Past","Past","1","1","Por su buen comportamiento,",630,630,630,0,0
"37","63","Deic","Past","Past","1","2","la navidad pasada",458,458,458,0,0
"37","63","Deic","Past","Past","1","3","los padres",258,258,258,0,0
"37","63","Deic","Past","Past","1","4","regalaron",256,256,256,0,0
"37","63","Deic","Past","Past","1","5","juguetes",300,300,300,0,0
"37","63","Deic","Past","Past","1","6","a sus hijos.",237,237,237,0,0
"37","100","Deic","Future","Past","0","1","En la catedral,",349,349,757,1,0
"37","100","Deic","Future","Past","0","2","dentro de un año",626,626,1093,0,0
"37","100","Deic","Future","Past","0","3","los obispos",228,228,528,0,0
"37","100","Deic","Future","Past","0","4","coronaron",347,347,532,0,0
"37","100","Deic","Future","Past","0","5","al príncipe",686,686,686,0,0
"37","100","Deic","Future","Past","0","6","de Holanda.",580,1940,580,0,1
"37","34","Non-deic","none","Future","1","1","En el instituto,",394,394,592,1,0
"37","34","Non-deic","none","Future","1","2","al principio del mes",1063,1063,1150,0,0
"37","34","Non-deic","none","Future","1","3","los estudiantes",304,304,304,0,0
"37","34","Non-deic","none","Future","1","4","afrontarán",286,286,286,0,0
"37","34","Non-deic","none","Future","1","5","una prueba final",436,436,436,0,0
"37","34","Non-deic","none","Future","1","6","muy dura.",923,1208,923,0,1
"37","84","Deic","Past","Future","0","1","Como siempre,",340,340,340,0,0
"37","84","Deic","Past","Future","0","2","el invierno pasado",457,457,640,1,0
"37","84","Deic","Past","Future","0","3","las olas",274,274,274,0,0
"37","84","Deic","Past","Future","0","4","azotarán",304,304,304,0,0
"37","84","Deic","Past","Future","0","5","la barandilla",567,567,567,0,0
"37","84","Deic","Past","Future","0","6","del Paseo Nuevo.",847,1030,847,0,1
"37","15","Deic","Future","Future","1","1","Según la prensa,",422,422,422,0,0
"37","15","Deic","Future","Future","1","2","la próxima decada",409,409,409,0,0
"37","15","Deic","Future","Future","1","3","los socialistas",549,549,549,0,0
"37","15","Deic","Future","Future","1","4","perpetuarán",741,741,741,0,0
"37","15","Deic","Future","Future","1","5","los errores",253,253,253,0,0
"37","15","Deic","Future","Future","1","6","de los nacionalistas.",736,736,736,0,0
"37","99","Deic","Future","Past","0","1","Durante las fiestas,",378,378,378,0,0
"37","99","Deic","Future","Past","0","2","la próxima semana",459,459,459,0,0
"37","99","Deic","Future","Past","0","3","los borrachos",301,301,301,0,0
"37","99","Deic","Future","Past","0","4","molestaron",478,478,478,0,0
"37","99","Deic","Future","Past","0","5","al personal",439,439,439,0,0
"37","99","Deic","Future","Past","0","6","de la oficina.",540,540,540,0,0
"37","51","Non-deic","none","Future","1","1","Sorprendentemente,",377,377,377,0,0
"37","51","Non-deic","none","Future","1","2","tras las reunión",497,497,497,0,0
"37","51","Non-deic","none","Future","1","3","los consejeros",195,195,648,1,0
"37","51","Non-deic","none","Future","1","4","relevarán",345,1326,873,0,1
"37","51","Non-deic","none","Future","1","5","al director",467,467,467,0,0
"37","51","Non-deic","none","Future","1","6","de su cargo.",184,184,184,0,0
"37","77","Deic","Past","Future","0","1","En Europa,",362,362,362,0,0
"37","77","Deic","Past","Future","0","2","la década pasada",669,669,669,0,0
"37","77","Deic","Past","Future","0","3","los especuladores",280,280,922,1,0
"37","77","Deic","Past","Future","0","4","negociarán",251,1144,502,0,1
"37","77","Deic","Past","Future","0","5","ventajas competitivas",777,777,777,0,0
"37","77","Deic","Past","Future","0","6","en la Bolsa.",183,183,183,0,0
"37","41","Non-deic","none","Future","1","1","Como de costumbre,",490,490,490,0,0
"37","41","Non-deic","none","Future","1","2","el lunes",235,235,441,1,0
"37","41","Non-deic","none","Future","1","3","los padres",284,284,624,1,0
"37","41","Non-deic","none","Future","1","4","acolcharán",155,917,371,0,1
"37","41","Non-deic","none","Future","1","5","las almohadas",1287,1287,1287,0,0
"37","41","Non-deic","none","Future","1","6","de la habitación",254,254,483,1,0
"37","41","Non-deic","none","Future","1","7","de sus hijas.",165,480,251,0,1
"37","78","Deic","Past","Future","0","1","En la iglesia,",379,379,379,0,0
"37","78","Deic","Past","Future","0","2","hace un par de semanas",565,565,565,0,0
"37","78","Deic","Past","Future","0","3","las oraciones",261,261,261,0,0
"37","78","Deic","Past","Future","0","4","reconfortarán",292,292,1140,1,0
"37","78","Deic","Past","Future","0","5","a la familia",246,431,595,1,1
"37","78","Deic","Past","Future","0","6","de la víctima.",249,1261,249,0,1
"37","35","Non-deic","none","Future","1","1","En los informativos,",1180,1180,1624,1,0
"37","35","Non-deic","none","Future","1","2","antes del debate",575,575,695,1,0
"37","35","Non-deic","none","Future","1","3","las periodistas",198,198,198,0,0
"37","35","Non-deic","none","Future","1","4","bromearán",170,170,170,0,0
"37","35","Non-deic","none","Future","1","5","sobre el presidente",598,598,903,1,0
"37","35","Non-deic","none","Future","1","6","de España.",234,1103,234,0,1
"37","38","Non-deic","none","Future","1","1","Incautamente,",717,717,1393,1,0
"37","38","Non-deic","none","Future","1","2","durante el otoño",221,1598,922,0,1
"37","38","Non-deic","none","Future","1","3","los habitantes",297,297,297,0,0
"37","38","Non-deic","none","Future","1","4","derrocharán",226,226,543,1,0
"37","38","Non-deic","none","Future","1","5","el agua",145,886,569,0,1
"37","38","Non-deic","none","Future","1","6","de los embalses.",311,311,311,0,0
"37","79","Deic","Past","Future","0","1","Bajo juramento,",401,401,401,0,0
"37","79","Deic","Past","Future","0","2","el miercoles pasado",663,663,853,1,0
"37","79","Deic","Past","Future","0","3","los agentes",215,405,419,1,1
"37","79","Deic","Past","Future","0","4","testificarán",160,714,510,0,1
"37","79","Deic","Past","Future","0","5","en contra",267,267,267,0,0
"37","79","Deic","Past","Future","0","6","del acusado.",118,118,118,0,0
"37","39","Non-deic","none","Future","1","1","Para prevenir plagas,",679,679,863,1,0
"37","39","Non-deic","none","Future","1","2","en época de heladas",138,863,679,0,1
"37","39","Non-deic","none","Future","1","3","los botánicos",482,482,482,0,0
"37","39","Non-deic","none","Future","1","4","aclimatarán",244,244,399,1,0
"37","39","Non-deic","none","Future","1","5","las matas de tomate",311,1009,854,0,1
"37","39","Non-deic","none","Future","1","6","al frío.",111,111,111,0,0
"37","21","Non-deic","none","Past","1","1","Debido a su edad,",468,468,468,0,0
"37","21","Non-deic","none","Past","1","2","durante el verano",596,596,596,0,0
"37","21","Non-deic","none","Past","1","3","los directores",162,162,162,0,0
"37","21","Non-deic","none","Past","1","4","jubilaron",394,394,394,0,0
"37","21","Non-deic","none","Past","1","5","al compañero",422,422,422,0,0
"37","21","Non-deic","none","Past","1","6","de Aitor.",710,710,710,0,0
"37","93","Deic","Future","Past","0","1","Para complacer al público,",1212,1212,1212,0,0
"37","93","Deic","Future","Past","0","2","mañana por la tarde",694,694,694,0,0
"37","93","Deic","Future","Past","0","3","los artistas",462,462,462,0,0
"37","93","Deic","Future","Past","0","4","guiaron",301,301,301,0,0
"37","93","Deic","Future","Past","0","5","la visita",257,257,422,1,0
"37","93","Deic","Future","Past","0","6","al museo.",238,728,563,0,1
"37","6","Deic","Future","Future","1","1","Como de costumbre,",462,462,462,0,0
"37","6","Deic","Future","Future","1","2","mañana",214,214,214,0,0
"37","6","Deic","Future","Future","1","3","las abuelas",227,227,227,0,0
"37","6","Deic","Future","Future","1","4","despilfarrarán",502,502,502,0,0
"37","6","Deic","Future","Future","1","5","todo el dinero",244,244,244,0,0
"37","6","Deic","Future","Future","1","6","en el bingo.",196,196,196,0,0
"37","59","Deic","Past","Past","1","1","En la carretera de Irún,",837,837,837,0,0
"37","59","Deic","Past","Past","1","2","la semana pasada",632,632,632,0,0
"37","59","Deic","Past","Past","1","3","las obras",261,261,261,0,0
"37","59","Deic","Past","Past","1","4","conllevaron",214,214,214,0,0
"37","59","Deic","Past","Past","1","5","problemas",270,270,270,0,0
"37","59","Deic","Past","Past","1","6","de movilidad.",355,355,355,0,0
"38","86","Deic","Past","Future","0","1","En Bilbao,",439,439,553,1,0
"38","86","Deic","Past","Future","0","2","ayer por la mañana",188,570,456,0,1
"38","86","Deic","Past","Future","0","3","las amigas",357,357,357,0,0
"38","86","Deic","Past","Future","0","4","buscarán",268,268,268,0,0
"38","86","Deic","Past","Future","0","5","un restaurante",530,530,530,0,0
"38","86","Deic","Past","Future","0","6","para comer.",548,548,548,0,0
"38","59","Non-deic","none","Future","1","1","En la carretera de Irún,",1256,1256,1256,0,0
"38","59","Non-deic","none","Future","1","2","durante el invierno",644,644,644,0,0
"38","59","Non-deic","none","Future","1","3","las obras",231,231,231,0,0
"38","59","Non-deic","none","Future","1","4","conllevarán",513,513,513,0,0
"38","59","Non-deic","none","Future","1","5","problemas",189,189,189,0,0
"38","59","Non-deic","none","Future","1","6","de movilidad.",753,753,753,0,0
"38","47","Non-deic","none","Past","1","1","Según la prensa,",969,969,969,0,0
"38","47","Non-deic","none","Past","1","2","a mediados de mes",887,887,1783,1,0
"38","47","Non-deic","none","Past","1","3","los participantes",276,1555,659,0,1
"38","47","Non-deic","none","Past","1","4","boxearon",335,335,335,0,0
